32, 118
33, 33
34, 34
35, 35
36, 36
37, 37
38, 38
39, 39
40, 40
41, 41
42, 42
43, 43
44, 69
45, 45
46, 102
47, 47
48, 48
49, 49
50, 50
51, 51
52, 52
53, 53
54, 54
55, 55
56, 56
57, 57
58, 58
59, 59
60, 60
61, 61
62, 62
63, 63
64, 64
65, 71
66, 44
67, 103
68, 117
69, 69
70, 99
71, 32
72, 72
73, 87
74, 105
75, 85
76, 120
77, 77
78, 78
79, 107
80, 104
81, 81
82, 121
83, 100
84, 101
85, 79
86, 106
87, 84
88, 77
89, 112
90, 116
91, 91
92, 92
93, 93
94, 94
95, 95
96, 96
97, 73
98, 81
99, 99
100, 100
101, 78
102, 65
103, 122
104, 108
105, 105
106, 97
107, 82
108, 108
109, 110
110, 110
111, 114
112, 109
113, 83
114, 46
115, 75
116, 111
117, 119
118, 115
119, 74
120, 120
121, 121
122, 98
123, 123
124, 124
125, 125
126, 126
127, 127
