32, 90
33, 33
34, 34
35, 35
36, 36
37, 37
38, 38
39, 39
40, 40
41, 41
42, 42
43, 43
44, 87
45, 97
46, 65
47, 47
48, 48
49, 49
50, 50
51, 51
52, 52
53, 53
54, 54
55, 55
56, 56
57, 57
58, 58
59, 59
60, 60
61, 61
62, 62
63, 63
64, 64
65, 121
66, 45
67, 78
68, 70
69, 101
70, 115
71, 66
72, 120
73, 88
74, 67
75, 106
76, 117
77, 69
78, 75
79, 111
80, 109
81, 122
82, 82
83, 84
84, 79
85, 74
86, 85
87, 103
88, 89
89, 99
90, 114
91, 91
92, 92
93, 93
94, 94
95, 95
96, 96
97, 73
98, 86
99, 83
100, 116
101, 77
102, 107
103, 104
104, 100
105, 110
106, 81
107, 119
108, 46
109, 32
110, 102
111, 44
112, 71
113, 105
114, 80
115, 108
116, 113
117, 112
118, 76
119, 118
120, 72
121, 98
122, 68
123, 123
124, 124
125, 125
126, 126
127, 127
