32, 109
33, 33
34, 34
35, 35
36, 36
37, 37
38, 38
39, 39
40, 40
41, 41
42, 42
43, 43
44, 111
45, 66
46, 108
47, 47
48, 48
49, 49
50, 50
51, 51
52, 52
53, 53
54, 54
55, 55
56, 56
57, 57
58, 58
59, 59
60, 60
61, 61
62, 62
63, 63
64, 64
65, 46
66, 71
67, 74
68, 122
69, 77
70, 68
71, 112
72, 120
73, 97
74, 85
75, 78
76, 118
77, 101
78, 67
79, 84
80, 114
81, 106
82, 82
83, 99
84, 83
85, 86
86, 98
87, 44
88, 73
89, 88
90, 32
91, 91
92, 92
93, 93
94, 94
95, 95
96, 96
97, 45
98, 121
99, 89
100, 104
101, 69
102, 110
103, 87
104, 103
105, 113
106, 75
107, 102
108, 115
109, 80
110, 105
111, 79
112, 117
113, 116
114, 90
115, 70
116, 100
117, 76
118, 119
119, 107
120, 72
121, 65
122, 81
123, 123
124, 124
125, 125
126, 126
127, 127
